Politician,Quote,Image URL,char_count,word_count,word_length,adv_count,adj_count,noun_count,verb_count,det_count,sentiment,named_entities,named_entities_count
Thom Tillis,gas in north carolina increased    cents per gallon this past week  the highest in the nation,mostly-true,93,16,4.625,13.0,13.0,13.0,13.0,13.0,0.2732,"('north carolina', 'GPE'), ('this past week', 'DATE')",2
Ben Wikler,says rebecca kleefisch played a key role in the foxconn deal   the largest attempted government handout to a foreign company in american history,mostly-true,144,23,5.217391304347826,20.0,20.0,20.0,20.0,20.0,0.34,"('rebecca kleefisch', 'PERSON'), ('foxconn', 'GPE'), ('american', 'NORP')",3
Chuck Grassley,welcome   pres biden s america where inflation is costing households an extra      a month,mostly-true,90,14,5.0,13.0,13.0,13.0,13.0,13.0,0.4588,,0
Chris Jacobs,says nate mcmurray said that  gun owners are part of the most insecure and dangerous club on earth   that  the nra are homegrown terrorists   and that  abortion opponents are the american taliban,mostly-true,195,32,4.90625,26.0,26.0,26.0,26.0,26.0,-0.9179,"('earth', 'LOC'), ('american', 'NORP'), ('taliban', 'ORG')",3
Facebook posts,a white armed robbery suspect was sentenced to two years in jail while a black armed robbery suspect was sentenced to    years in prison by the same florida judge,mostly-true,162,29,4.517241379310345,22.0,22.0,22.0,22.0,22.0,-0.7845,"('two years', 'DATE'), ('florida', 'GPE')",2
Rashida Tlaib,detroit spent      million on police last year  and    million on health,mostly-true,72,11,4.818181818181818,6.0,6.0,6.0,6.0,6.0,0.0,"('detroit', 'GPE'), ('last year', 'DATE')",2
Beth Parlato,said new york gov  andrew cuomo said that  with all the technology we have  we don t need actual classrooms,mostly-true,107,20,4.25,15.0,15.0,15.0,15.0,15.0,0.0,"('new york', 'GPE'), ('andrew cuomo', 'PERSON')",2
Kamala Harris,says the obama administration was doing pattern or practice investigations of discrimination by police departments and  donald trump came in with jeff sessions and undid those,mostly-true,175,26,5.730769230769231,19.0,19.0,19.0,19.0,19.0,0.0,"('jeff', 'PERSON')",1
Joe Biden,says president donald trump  took more than a month to allocate congress  emergency funding to tribes   and only did so after tribes sued,mostly-true,137,23,4.826086956521739,18.0,18.0,18.0,18.0,18.0,-0.3818,"('donald trump', 'PERSON'), ('more than a month', 'DATE'), ('congress', 'ORG')",3
Roy Cooper,with retail  people are moving around and you don t have as much a chance to spread the virus  as you do  when people are sitting or standing indoors  for long periods of time,mostly-true,175,34,4.0588235294117645,24.0,24.0,24.0,24.0,24.0,0.25,,0
Facebook posts,says researchers found a  fabric that kills coronaviruses,mostly-true,57,8,6.125,7.0,7.0,7.0,7.0,7.0,-0.5423,,0
Kim Reynolds,iowa has  the highest high school graduation rate in the country,mostly-true,64,11,4.818181818181818,10.0,10.0,10.0,10.0,10.0,0.0,"('iowa', 'GPE')",1
Theresa Greenfield,i ve taken a pledge not to take one dime of corporate pac donations,mostly-true,67,14,3.857142857142857,11.0,11.0,11.0,11.0,11.0,0.0,,0
Facebook posts,hidden in the cares act was an obscure      billion tax break for        millionaires,mostly-true,85,13,4.6923076923076925,10.0,10.0,10.0,10.0,10.0,0.4588,,0
Donald Trump,under three years of my administration  net farm income has already gone up nearly,mostly-true,82,14,4.857142857142857,9.0,9.0,9.0,9.0,9.0,0.0,"('under three years', 'DATE')",1
Viral image,a long list shows  new cdc guidelines for reopening schools,mostly-true,59,10,4.9,9.0,9.0,9.0,9.0,9.0,0.0,"('cdc', 'ORG')",1
Chris Taylor,getting access to a gun in america is easier than adopting a dog or registering to vote,mostly-true,87,17,4.176470588235294,12.0,12.0,12.0,12.0,12.0,0.1027,"('america', 'GPE')",1
Greg Abbott,almost    percent of the deaths from covid    in the state of texas are a result of people contracting covid    who are age    and older,mostly-true,136,24,4.208333333333333,17.0,17.0,17.0,17.0,17.0,0.0,"('almost    percent', 'PERCENT'), ('texas', 'GPE')",2
Nick Freitas,va democrats authorized for early release over       inmates      of which are incarcerated for violent offenses,mostly-true,112,15,5.8,10.0,10.0,10.0,10.0,10.0,-0.7506,"('democrats', 'NORP')",1
Facebook posts,gov  wolf is not allowing companies that distribute u s  flags to ship out orders to be placed at veteran s graves for memorial day,mostly-true,131,25,4.2,19.0,19.0,19.0,19.0,19.0,-0.296,"('wolf', 'PERSON')",1
Facebook posts,pelosi s new coronavirus bill allows illegals to receive billions in relief funds in past  current  and future payments,mostly-true,119,19,5.2105263157894735,15.0,15.0,15.0,15.0,15.0,0.4767,"('pelosi s new', 'PERSON'), ('billions', 'CARDINAL')",2
Facebook posts,beachgoers trash florida beaches with        pounds of litter after beaches reopen,mostly-true,82,11,5.909090909090909,8.0,8.0,8.0,8.0,8.0,0.0,"('florida', 'GPE'), ('beaches reopen', 'PERSON')",2
Chip Roy,says wisconsin has not had a spike in coronavirus cases that was  statistically significant related to the fact that they had voting,mostly-true,132,22,5.0,17.0,17.0,17.0,17.0,17.0,0.2023,"('wisconsin', 'GPE')",1
Facebook posts,retail  milk has gone up      since this time last year  the price farmers are paid has dropped,mostly-true,95,17,4.235294117647059,16.0,16.0,16.0,16.0,16.0,0.0,"('last year', 'DATE')",1
Coalition for the Homeless,new york city could pay to house its homeless population in hotel rooms currently sitting vacant  but mayor bill de blasio  has absolutely to this point refused to do that,mostly-true,171,30,4.666666666666667,22.0,22.0,22.0,22.0,22.0,-0.4588,"('new york city', 'GPE'), ('bill de blasio  ', 'PERSON')",2
Kirsten Gillibrand,immigrants make up a majority of essential workers in places like new york city,mostly-true,79,14,4.714285714285714,10.0,10.0,10.0,10.0,10.0,0.3612,"('new york city', 'GPE')",1
Nate McMurray,congressional candidate chris jacobs  voted against paid leave for covid,mostly-true,72,10,6.2,8.0,8.0,8.0,8.0,8.0,-0.0516,"('chris jacobs', 'PERSON')",1
Tony Evers,says wisconsin measures have  prevented the death of at least     wisconsinites  and perhaps as many as       lives,mostly-true,115,17,5.117647058823529,13.0,13.0,13.0,13.0,13.0,-0.5859,"('wisconsin measures', 'ORG')",1
Facebook posts,covid    is  here to stay  and  we need to accept that and be prepared to deal with covid long term,mostly-true,99,20,3.7,13.0,13.0,13.0,13.0,13.0,0.5423,,0
Andrew Cuomo,some states  like montana and nebraska  are getting more than          in federal stimulus money per reported covid    case  new york is the hardest hit state and yet we are getting only about         per case,mostly-true,209,34,4.5,25.0,25.0,25.0,25.0,25.0,0.3612,"('montana', 'GPE'), ('nebraska', 'GPE'), ('new york', 'GPE')",3
Facebook posts,during the      flu pandemic  san francisco residents formed the  anti mask league   san francisco  was ultimately one of the cities that suffered the most with a high death rate,mostly-true,178,29,4.827586206896552,24.0,24.0,24.0,24.0,24.0,-0.9055,"('san francisco', 'GPE'), ('san francisco', 'GPE')",2
Mun Choi,the facility  nextgen precision health institute  construction alone will bring       jobs and      million in revenue to missouri,mostly-true,130,17,5.9411764705882355,12.0,12.0,12.0,12.0,12.0,-0.25,"('missouri', 'GPE')",1
Tom Tiffany,says department of health services secretary andrea palm is a  career bureaucrat with no past ties to wisconsin,mostly-true,111,18,5.166666666666667,15.0,15.0,15.0,15.0,15.0,-0.296,"('department of health services', 'ORG'), ('andrea palm', 'PERSON'), ('wisconsin', 'GPE')",3
Jay Inslee,stay at home orders  actually are the law of these states,mostly-true,57,11,4.181818181818182,9.0,9.0,9.0,9.0,9.0,0.0,,0
Gretchen Whitmer,during the flu pandemic of       some cities lifted social distancing measures too fast  too soon  and created a second wave of pandemic,mostly-true,136,22,4.863636363636363,18.0,18.0,18.0,18.0,18.0,-0.1531,"('second', 'ORDINAL')",1
Public Citizen,says     million u s  citizens lost their employer tied health insurance in march  while zero lost their coverage in    other large nations combined,mostly-true,148,23,5.086956521739131,17.0,17.0,17.0,17.0,17.0,-0.5574,"('march', 'DATE'), ('zero', 'CARDINAL')",2
Facebook posts,images show covid    victims being buried in mass graves in new york city,mostly-true,73,13,4.461538461538462,11.0,11.0,11.0,11.0,11.0,-0.5423,"('new york city', 'GPE')",1
Bernie Sanders,it has been estimated that only     of workers in businesses that are likely to stay open during this crisis are receiving paid sick leave benefits as a result of the second coronavirus relief package,mostly-true,200,34,4.794117647058823,25.0,25.0,25.0,25.0,25.0,-0.5683,"('second', 'ORDINAL')",1
Viral image,says a california surfer was  alone  in the ocean   when he was arrested for violating the state s stay at home order,mostly-true,117,22,4.181818181818182,17.0,17.0,17.0,17.0,17.0,-0.8225,"('california', 'GPE')",1
Dan Patrick,says for the coronavirus   the death rate in texas  per capita of    million people  we re one of the lowest in the country,mostly-true,123,23,4.086956521739131,14.0,14.0,14.0,14.0,14.0,-0.7579,"('texas', 'GPE')",1
Facebook posts,says a study projects wisconsin s coronavirus cases will peak on april,mostly-true,70,12,4.916666666666667,10.0,10.0,10.0,10.0,10.0,0.0,"('wisconsin s coronavirus', 'ORG'), ('april', 'DATE')",2
Facebook posts,says truck drivers are being turned away from fast food restaurants during the covid    pandemic,mostly-true,96,15,5.266666666666667,12.0,12.0,12.0,12.0,12.0,0.0,,0
Facebook posts,bill gates told us about the coronavirus in,mostly-true,43,8,4.5,5.0,5.0,5.0,5.0,5.0,0.0,"('bill gates', 'PERSON')",1
Donald Trump,says nancy pelosi s coronavirus bill includes  tax credits for solar and wind energy   retirement plans for community newspaper employees        million for pbs   climate change studies  and more,mostly-true,195,28,5.535714285714286,22.0,22.0,22.0,22.0,22.0,0.5574,"('nancy pelosi s coronavirus', 'PERSON'), ('pbs', 'ORG')",2
JB Pritzker,says it was  unquestionably  not within his  legal authority  to postpone illinois  primary election by changing the date or shifting to vote by mail,mostly-true,149,24,5.041666666666667,16.0,16.0,16.0,16.0,16.0,-0.2429,"('illinois', 'GPE')",1
Facebook posts,wisconsin is the only state where all republicans voted against protecting its citizens,mostly-true,87,13,5.769230769230769,10.0,10.0,10.0,10.0,10.0,0.0,"('wisconsin', 'ORG'), ('republicans', 'NORP')",2
Facebook posts,coronavirus can live for  up to   hours in the air  up to   hours on copper  up to    hours on cardboard up to   days on plastic and stainless steel,mostly-true,148,28,3.892857142857143,16.0,16.0,16.0,16.0,16.0,0.0,"('days', 'DATE')",1
Facebook posts,says        blacks didn t vote in milwaukee  in,mostly-true,47,8,4.0,6.0,6.0,6.0,6.0,6.0,0.0,"('milwaukee', 'GPE')",1
Viral image,says     of novel coronavirus cases are  mild,mostly-true,45,7,4.857142857142857,6.0,6.0,6.0,6.0,6.0,0.3182,,0
Donald Trump,during the      swine flu outbreak  biden made reckless comments unsupported by science   the experts  the obama admin had to clean up his mess   apologize for his ineptitude,mostly-true,174,27,5.074074074074074,20.0,20.0,20.0,20.0,20.0,-0.7506,,0
Chris Kapenga,car thefts  are  increasing in   of the    most populous  wisconsin  counties,mostly-true,77,11,5.2727272727272725,9.0,9.0,9.0,9.0,9.0,0.0,"('wisconsin', 'GPE')",1
Facebook posts,says joe biden  attacked voters this primary   saying  damn liar    full of s     and  dog faced pony soldier,mostly-true,109,18,4.444444444444445,15.0,15.0,15.0,15.0,15.0,-0.8402,"('joe biden', 'PERSON')",1
Bernie Sanders,trade agreements like nafta and permanent normal trade relations with china  which forced american workers to compete against people making pennies an hour  has resulted in the loss of         jobs here in michigan,mostly-true,214,33,5.212121212121212,24.0,24.0,24.0,24.0,24.0,-0.1779,"('china', 'GPE'), ('american', 'NORP'), ('an hour', 'TIME'), ('michigan', 'GPE')",4
Cheri Toalson Reisch,in boone county  missouri  with a      unemployment rate  we can t find enough people  we can t fill all the job openings,mostly-true,121,22,4.136363636363637,14.0,14.0,14.0,14.0,14.0,-0.4404,"('boone county', 'GPE'), ('missouri', 'GPE')",2
Joe Biden,says bernie sanders  voted against the brady bill five times for background checks on people,mostly-true,92,15,5.133333333333334,11.0,11.0,11.0,11.0,11.0,0.0,"('bernie sanders  ', 'PERSON'), ('brady', 'PERSON'), ('five', 'CARDINAL')",3
Gwen Moore,prescription drug companies are charging americans prices that are on average  x higher than what s charged in other countries,mostly-true,126,20,5.3,15.0,15.0,15.0,15.0,15.0,-0.2023,"('americans', 'NORP')",1
Lou Dobbs,the united states is  actually screening fewer people  for the coronavirus than other countries  because we don t have appropriate testing,mostly-true,138,21,5.476190476190476,17.0,17.0,17.0,17.0,17.0,0.4215,"('the united states', 'GPE')",1
Bernie Sanders,mike bloomberg owns more wealth than the bottom     million americans,mostly-true,69,10,5.6,8.0,8.0,8.0,8.0,8.0,0.5413,"('mike bloomberg', 'PERSON'), ('americans', 'NORP')",2
Cal Cunningham,says sen  thom tillis voted to  take away  coverage for people with pre existing conditions,mostly-true,91,15,4.933333333333334,11.0,11.0,11.0,11.0,11.0,0.0,,0
Charlie Kirk,three chinese nationals were apprehended trying to cross our southern border illegally  each had flu like symptoms  border patrol quickly quarantined them and assessed any threat of coronavirus,mostly-true,193,28,5.857142857142857,21.0,21.0,21.0,21.0,21.0,-0.5423,"('three', 'CARDINAL'), ('chinese', 'NORP')",2
Mark Pocan,there s an amazon distribution center that was advertising  last time i was there  up to        an hour  your parents made that three decades ago,mostly-true,145,25,4.44,18.0,18.0,18.0,18.0,18.0,0.1779,"('three decades ago', 'DATE')",1
Bernie Sanders,when fidel castro came into office  you know what he did  he had a massive literacy program,mostly-true,91,17,4.294117647058823,11.0,11.0,11.0,11.0,11.0,0.0,"('fidel castro', 'PERSON')",1
Michael Bloomberg,says  black babies die at rates twice as high as white babies because of a lack of access to affordable health care,mostly-true,115,22,4.2272727272727275,16.0,16.0,16.0,16.0,16.0,-0.4588,,0
Facebook posts,donald trump and thom tillis opposed legislation that would lower the price of insulin and other prescription drugs,mostly-true,115,18,5.444444444444445,13.0,13.0,13.0,13.0,13.0,-0.296,"('donald trump', 'PERSON')",1
AFSCME,says  david schweikert took over          from the drug industry and voted against legislation to lower prescription drug prices,mostly-true,128,18,5.611111111111111,13.0,13.0,13.0,13.0,13.0,-0.296,"('david schweikert', 'PERSON')",1
Joe Cunningham,nancy mace denies climate change,mostly-true,32,5,5.6,5.0,5.0,5.0,5.0,5.0,-0.4215,"('nancy mace', 'PERSON')",1
