Politician,Quote,Image URL
Bill Clinton,says hillary clinton  was completely exonerated  when i was in the white house  by an official inquiry on whitewater,mostly-true
Barack Obama,here are the stats  per population  we kill each other with guns at a rate    x more than japan    x more than france    x more than israel,mostly-true
Eugene Robinson,the confederate battle flag in south carolina was first flown at the statehouse in        it was flown as a symbol of massive resistance to racial desegregation,mostly-true
Bill Clinton,between      and       there was no net in migration from mexico,mostly-true
James Clyburn,the original compromise for the confederate battle flag in south carolina  was to put it on the back side of the statehouse  out of public view so it would not have any appearance of sovereignty,mostly-true
Rick Perry,texas now has the second highest high school graduation rate in the country  and it has the highest graduation rate for african americans and hispanics,mostly-true
Russ Feingold,says u s  senate opponent ron johnson  is opposed to all government assisted student loans,mostly-true
Fulton County Health and Wellness,currently  almost    percent of people with hiv are not diagnosed until they already have developed aids  and that can be up to    years after they first are infected with hiv,mostly-true
American Petroleum Institute,the oil and natural gas industry provides or supports         jobs in georgia,mostly-true
Jim Webb,fifteen out of the    most polluted cities in the world  are in india and china,mostly-true
Lincoln Chafee,i am very proud that over my almost    years of public service i have had no scandals,mostly-true
Bernie Sanders,every other major country  has family paid leave,mostly-true
Bernie Sanders,today in america  we have more people in jail than any other country on earth,mostly-true
Hillary Clinton,there have been seven investigations  of benghazi  led mostly by republicans in the congress  that concluded  nobody did anything wrong  but there were changes we could make,mostly-true
Bee Moorhead,texas has  outstripped the national poverty rate  since  at least,mostly-true
Debbie Wasserman Schultz,when we had a conservative republican president we were losing         jobs a month,mostly-true
League of Conservation Voters,says u s  sen  ron johnson  led the fight to let polluters release unlimited amounts of carbon pollution and took nearly          from polluters,mostly-true
Hillary Clinton,while    percent of  firearms  dealers that were inspected in      were noncompliant with federal law  only      percent of inspected dealers had their licenses revoked,mostly-true
Sean Duffy,millions of dollars are spent by planned parenthood to elect democrats to the house of representatives and the senate,mostly-true
Scott Walker,a state agency wanted to fire an employee who spent four hours per day watching pornography  but the state  employment commission reinstated the person,mostly-true
Barack Obama,today  the deficit is  below the average deficits over the past    years,mostly-true
Barack Obama,states with the most gun laws tend to have the fewest gun deaths,mostly-true
Nicholas Kristof,more preschoolers are shot dead each year than police officers are in the line of duty,mostly-true
Carly Fiorina,planned parenthood  is an organization that funnels millions of dollars in political contributions to pro abortion candidates,mostly-true
Viral image,number of americans killed by terrorism in the last decade      number of americans killed by guns in the last decade,mostly-true
Michael McCaul,iran s  regime is responsible for more than       american casualties during the iraq war  and  has plotted a terrorist attack here in our nation s capital,mostly-true
